Date,Day of Week,Time,Customers,Employees,Satisfaction,Profits,Expenses
2022-05-24,Tuesday,17:00,81,6,90,1843.22,30
2022-05-24,Tuesday,18:00,128,6,100,1934.2,30
2022-05-24,Tuesday,19:00,104,8,87,2500.74,40
2022-05-24,Tuesday,20:00,151,10,100,2981.02,50
2022-05-24,Tuesday,21:00,130,8,100,2696.35,40
2022-05-24,Tuesday,22:00,183,10,100,2777.12,50
2022-05-25,Wednesday,10:00,52,6,58,1053.2,30
2022-05-25,Wednesday,11:00,24,4,40,381.5,20
2022-05-25,Wednesday,12:00,15,4,25,288.13,20
2022-05-25,Wednesday,13:00,79,6,88,1542.71,30
2022-05-25,Wednesday,14:00,95,4,100,1977.81,20
2022-05-25,Wednesday,15:00,82,4,100,1930.18,20
2022-05-25,Wednesday,16:00,90,4,100,1602.05,20
2022-05-25,Wednesday,17:00,96,4,100,2013.5,20
2022-05-25,Wednesday,18:00,167,9,100,3083.41,45
2022-05-25,Wednesday,19:00,115,9,85,2618.01,45
2022-05-25,Wednesday,20:00,162,11,98,3461.26,55
2022-05-25,Wednesday,21:00,153,11,93,2812.32,55
2022-05-25,Wednesday,22:00,107,5,100,1966.15,25
2022-05-26,Thursday,10:00,55,4,92,1141.61,20
2022-05-26,Thursday,11:00,60,4,100,1349.41,20
2022-05-26,Thursday,12:00,83,4,100,1956.43,20
2022-05-26,Thursday,13:00,69,4,100,1051.22,20
2022-05-26,Thursday,14:00,94,7,90,1512.46,35
2022-05-26,Thursday,15:00,90,7,86,2085.35,35
2022-05-26,Thursday,16:00,49,6,54,935.3,30
2022-05-26,Thursday,17:00,72,4,100,1682.19,20
2022-05-26,Thursday,18:00,124,8,100,2287.13,40
2022-05-26,Thursday,19:00,110,9,81,2335.95,45
2022-05-26,Thursday,20:00,179,8,100,3103.44,40
2022-05-26,Thursday,21:00,159,7,100,3548.78,35
2022-05-26,Thursday,22:00,101,4,100,1576.14,20
2022-05-27,Friday,10:00,17,4,28,372.81,20
2022-05-27,Friday,11:00,68,4,100,1280.47,20
2022-05-27,Friday,12:00,70,7,67,1276.27,35
2022-05-27,Friday,13:00,64,5,85,1032.08,25
2022-05-27,Friday,14:00,83,5,100,1987.62,25
2022-05-27,Friday,15:00,33,4,55,533.63,20
2022-05-27,Friday,16:00,98,8,82,2177.27,40
2022-05-27,Friday,17:00,42,5,56,1034.17,25
2022-05-27,Friday,18:00,141,6,100,3476.07,30
2022-05-27,Friday,19:00,186,12,100,3439.88,60
2022-05-27,Friday,20:00,162,8,100,4003.43,40
2022-05-27,Friday,21:00,100,5,100,1947.83,25
2022-05-27,Friday,22:00,164,12,91,4060.12,60
2022-05-28,Saturday,10:00,92,8,77,1396.46,40
2022-05-28,Saturday,11:00,20,4,33,355.58,20
2022-05-28,Saturday,12:00,77,4,100,1269.17,20
2022-05-28,Saturday,13:00,52,5,69,1233.79,25
2022-05-28,Saturday,14:00,84,5,100,2000.52,25
2022-05-28,Saturday,15:00,92,4,100,2088.44,20
2022-05-28,Saturday,16:00,59,4,98,1046.25,20
2022-05-28,Saturday,17:00,54,4,90,1198.05,20
2022-05-28,Saturday,18:00,108,6,100,2569.71,30
2022-05-28,Saturday,19:00,158,8,100,3675.42,40
2022-05-28,Saturday,20:00,107,4,100,2473.28,20
2022-05-28,Saturday,21:00,185,10,100,3293.04,50
2022-05-28,Saturday,22:00,100,7,95,1527.72,35
2022-05-29,Sunday,10:00,96,5,100,1784.49,25
2022-05-29,Sunday,11:00,44,5,59,1064.68,25
2022-05-29,Sunday,12:00,48,4,80,960.59,20
2022-05-29,Sunday,13:00,71,4,100,1172.77,20
2022-05-29,Sunday,14:00,39,4,65,590.52,20
2022-05-29,Sunday,15:00,46,4,77,1081.56,20
2022-05-29,Sunday,16:00,34,4,57,755.29,20
2022-05-29,Sunday,17:00,96,7,91,2273.69,35
2022-05-29,Sunday,18:00,165,12,92,3964.05,60
2022-05-29,Sunday,19:00,164,12,91,2766.05,60
2022-05-29,Sunday,20:00,137,7,100,3298.66,35
2022-05-29,Sunday,21:00,190,13,97,3986.37,65
2022-05-29,Sunday,22:00,138,6,100,2713.6,30
2022-05-30,Monday,10:00,76,4,100,1528.67,20
2022-05-30,Monday,11:00,15,4,25,280.71,20
2022-05-30,Monday,12:00,90,6,100,1509.94,30
2022-05-30,Monday,13:00,63,4,100,1489.32,20
2022-05-30,Monday,14:00,87,6,97,1481.79,30
2022-05-30,Monday,15:00,42,4,70,923.76,20
2022-05-30,Monday,16:00,100,6,100,2179.05,30
2022-05-30,Monday,17:00,69,5,92,1724.23,25
2022-05-30,Monday,18:00,169,11,100,3456.96,55
2022-05-30,Monday,19:00,171,8,100,4130.81,40
2022-05-30,Monday,20:00,182,11,100,3081.95,55
2022-05-30,Monday,21:00,176,12,98,3412.88,60
2022-05-30,Monday,22:00,134,9,99,2632.84,45
2022-05-31,Tuesday,10:00,73,5,97,1595.52,25
2022-05-31,Tuesday,11:00,48,6,53,825.04,30
2022-05-31,Tuesday,12:00,95,5,100,2114.75,25
2022-05-31,Tuesday,13:00,79,7,75,1426.18,35
2022-05-31,Tuesday,14:00,25,4,42,462.89,20
2022-05-31,Tuesday,15:00,71,4,100,1428.15,20
2022-05-31,Tuesday,16:00,60,4,100,1375.27,20
2022-05-31,Tuesday,17:00,84,4,100,1436.75,20
2022-05-31,Tuesday,18:00,108,5,100,1781.4,25
2022-05-31,Tuesday,19:00,138,5,100,2833.46,25
2022-05-31,Tuesday,20:00,137,7,100,2265.35,35
2022-05-31,Tuesday,21:00,110,7,100,2444.24,35
2022-05-31,Tuesday,22:00,139,5,100,2349.07,25
2022-06-01,Wednesday,10:00,69,6,77,1035.83,30
2022-06-01,Wednesday,11:00,18,4,30,311,20
2022-06-01,Wednesday,12:00,31,5,41,697.96,25
2022-06-01,Wednesday,13:00,30,5,40,644.7,25
2022-06-01,Wednesday,14:00,16,4,27,242.75,20
2022-06-01,Wednesday,15:00,23,4,38,459.93,20
2022-06-01,Wednesday,16:00,61,4,100,1397.45,20
2022-06-01,Wednesday,17:00,64,5,85,1118.51,25
2022-06-01,Wednesday,18:00,169,8,100,3530.42,40
2022-06-01,Wednesday,19:00,158,8,100,2609.15,40
2022-06-01,Wednesday,20:00,177,12,98,3914.79,60
2022-06-01,Wednesday,21:00,181,9,100,3344.58,45
2022-06-01,Wednesday,22:00,165,9,100,3934.9,45
2022-06-02,Thursday,10:00,12,4,20,259.39,20
2022-06-02,Thursday,11:00,65,7,62,1485.81,35
2022-06-02,Thursday,12:00,58,4,97,1020.6,20
2022-06-02,Thursday,13:00,61,4,100,1129.23,20
2022-06-02,Thursday,14:00,81,4,100,1824.14,20
2022-06-02,Thursday,15:00,55,4,92,1310.42,20
2022-06-02,Thursday,16:00,22,4,37,344.86,20
2022-06-02,Thursday,17:00,95,6,100,1840.96,30
2022-06-02,Thursday,18:00,157,6,100,3786.28,30
2022-06-02,Thursday,19:00,145,10,97,2789.51,50
2022-06-02,Thursday,20:00,152,6,100,3779.41,30
2022-06-02,Thursday,21:00,110,7,100,2040.57,35
2022-06-02,Thursday,22:00,160,12,89,3695.18,60
2022-06-03,Friday,10:00,54,4,90,1143.63,20
2022-06-03,Friday,11:00,64,4,100,1260.05,20
2022-06-03,Friday,12:00,11,4,18,175.2,20
2022-06-03,Friday,13:00,37,4,62,812.58,20
2022-06-03,Friday,14:00,48,5,64,1181,25
2022-06-03,Friday,15:00,33,4,55,506.93,20
2022-06-03,Friday,16:00,43,4,72,763.39,20
2022-06-03,Friday,17:00,90,4,100,1706.44,20
2022-06-03,Friday,18:00,115,5,100,2096.87,25
2022-06-03,Friday,19:00,133,7,100,2125.43,35
2022-06-03,Friday,20:00,122,7,100,2424,35
2022-06-03,Friday,21:00,168,9,100,3151.66,45
2022-06-03,Friday,22:00,153,9,100,2987.21,45
2022-06-04,Saturday,10:00,55,4,92,1360.75,20
2022-06-04,Saturday,11:00,26,4,43,574.07,20
2022-06-04,Saturday,12:00,25,4,42,564.33,20
2022-06-04,Saturday,13:00,59,4,98,1379.02,20
2022-06-04,Saturday,14:00,23,4,38,371.53,20
2022-06-04,Saturday,15:00,57,4,95,919.76,20
2022-06-04,Saturday,16:00,56,5,75,1317.99,25
2022-06-04,Saturday,17:00,59,4,98,1011.57,20
2022-06-04,Saturday,18:00,182,12,100,3145.73,60
2022-06-04,Saturday,19:00,128,7,100,2209.96,35
2022-06-04,Saturday,20:00,166,7,100,3504.08,35
2022-06-04,Saturday,21:00,150,7,100,3683.43,35
2022-06-04,Saturday,22:00,130,7,100,2248.03,35
2022-06-05,Sunday,10:00,15,4,25,234.84,20
2022-06-05,Sunday,11:00,20,4,33,394.21,20
2022-06-05,Sunday,12:00,86,4,100,1426.78,20
2022-06-05,Sunday,13:00,44,4,73,770.09,20
2022-06-05,Sunday,14:00,27,4,45,407.28,20
2022-06-05,Sunday,15:00,74,6,82,1585.87,30
2022-06-05,Sunday,16:00,49,6,54,1218.23,30
2022-06-05,Sunday,17:00,38,4,63,870.39,20
2022-06-05,Sunday,18:00,119,7,100,2514.86,35
2022-06-05,Sunday,19:00,113,7,100,2281.97,35
2022-06-05,Sunday,20:00,173,7,100,2799.48,35
2022-06-05,Sunday,21:00,103,9,76,2026.9,45
2022-06-05,Sunday,22:00,170,11,100,2558.54,55
2022-06-06,Monday,10:00,90,4,100,2192.55,20
2022-06-06,Monday,11:00,17,4,28,287.51,20
2022-06-06,Monday,12:00,67,6,74,1211.32,30
2022-06-06,Monday,13:00,12,4,20,211.79,20
2022-06-06,Monday,14:00,71,4,100,1774.5,20
2022-06-06,Monday,15:00,67,5,89,1461.05,25
2022-06-06,Monday,16:00,87,4,100,1308.78,20
2022-06-06,Monday,17:00,68,4,100,1487.91,20
2022-06-06,Monday,18:00,190,11,100,2904.3,55
2022-06-06,Monday,19:00,122,9,90,2634.13,45
2022-06-06,Monday,20:00,171,8,100,3111.81,40
2022-06-06,Monday,21:00,170,8,100,3806.3,40
2022-06-06,Monday,22:00,105,6,100,1744.82,30
2022-06-07,Tuesday,10:00,63,5,84,1274.13,25
2022-06-07,Tuesday,11:00,56,4,93,1189.73,20
2022-06-07,Tuesday,12:00,71,4,100,1511.4,20
2022-06-07,Tuesday,13:00,12,4,20,207.91,20
2022-06-07,Tuesday,14:00,19,4,32,453.65,20
2022-06-07,Tuesday,15:00,90,4,100,1530.92,20
2022-06-07,Tuesday,16:00,42,4,70,651.79,20
2022-06-07,Tuesday,17:00,93,4,100,1820.42,20
2022-06-07,Tuesday,18:00,153,10,100,2600.79,50
2022-06-07,Tuesday,19:00,102,5,100,2329.63,25
2022-06-07,Tuesday,20:00,179,12,99,3194.57,60
2022-06-07,Tuesday,21:00,119,4,100,1919.83,20
2022-06-07,Tuesday,22:00,152,8,100,3198.64,40
2022-06-08,Wednesday,10:00,48,4,80,1140.71,20
2022-06-08,Wednesday,11:00,89,7,85,1554.71,35
2022-06-08,Wednesday,12:00,23,4,38,492.79,20
2022-06-08,Wednesday,13:00,53,4,88,919.22,20
2022-06-08,Wednesday,14:00,42,4,70,877.23,20
2022-06-08,Wednesday,15:00,28,4,47,689.46,20
2022-06-08,Wednesday,16:00,60,4,100,1269.6,20
2022-06-08,Wednesday,17:00,35,4,58,743.74,20
2022-06-08,Wednesday,18:00,176,7,100,3542.53,35
2022-06-08,Wednesday,19:00,121,6,100,2393.7,30
2022-06-08,Wednesday,20:00,126,8,100,1908.67,40
2022-06-08,Wednesday,21:00,186,9,100,3738.02,45
2022-06-08,Wednesday,22:00,137,10,91,2156.39,50
2022-06-09,Thursday,10:00,14,4,23,324.42,20
2022-06-09,Thursday,11:00,87,4,100,2028.95,20
2022-06-09,Thursday,12:00,34,4,57,843.63,20
2022-06-09,Thursday,13:00,11,4,18,218.35,20
2022-06-09,Thursday,14:00,27,4,45,425.61,20
2022-06-09,Thursday,15:00,55,6,61,1100.71,30
2022-06-09,Thursday,16:00,34,4,57,552.16,20
2022-06-09,Thursday,17:00,38,4,63,928.69,20
2022-06-09,Thursday,18:00,154,7,100,3172.55,35
2022-06-09,Thursday,19:00,166,12,92,4081.32,60
2022-06-09,Thursday,20:00,176,7,100,3521.97,35
2022-06-09,Thursday,21:00,167,9,100,3210.55,45
2022-06-09,Thursday,22:00,175,9,100,3130.9,45
2022-06-10,Friday,10:00,80,8,67,1802,40
2022-06-10,Friday,11:00,81,8,68,1732.84,40
2022-06-10,Friday,12:00,53,4,88,1252.88,20
2022-06-10,Friday,13:00,40,4,67,786.52,20
2022-06-10,Friday,14:00,73,6,81,1607.03,30
2022-06-10,Friday,15:00,63,4,100,1242.89,20
2022-06-10,Friday,16:00,25,4,42,557.41,20
2022-06-10,Friday,17:00,80,6,89,1591.68,30
2022-06-10,Friday,18:00,175,11,100,3331.31,55
2022-06-10,Friday,19:00,158,6,100,2487.35,30
2022-06-10,Friday,20:00,153,8,100,3426.89,40
2022-06-10,Friday,21:00,117,6,100,2252.96,30
2022-06-10,Friday,22:00,163,11,99,3555.15,55
2022-06-11,Saturday,10:00,33,4,55,529.32,20
2022-06-11,Saturday,11:00,21,4,35,492.85,20
2022-06-11,Saturday,12:00,18,4,30,408.21,20
2022-06-11,Saturday,13:00,51,6,57,895.46,30
2022-06-11,Saturday,14:00,26,4,43,422.49,20
2022-06-11,Saturday,15:00,12,4,20,208.15,20
2022-06-11,Saturday,16:00,90,5,100,2084.88,25
2022-06-11,Saturday,17:00,86,8,72,2141.36,40
2022-06-11,Saturday,18:00,115,5,100,1972.85,25
2022-06-11,Saturday,19:00,157,8,100,3320.13,40
2022-06-11,Saturday,20:00,146,11,88,2681.87,55
2022-06-11,Saturday,21:00,183,8,100,3406.84,40
2022-06-11,Saturday,22:00,173,12,96,2857.87,60
2022-06-12,Sunday,10:00,39,4,65,587.61,20
2022-06-12,Sunday,11:00,17,4,28,301.22,20
2022-06-12,Sunday,12:00,30,5,40,507.07,25
2022-06-12,Sunday,13:00,43,5,57,778.3,25
2022-06-12,Sunday,14:00,28,4,47,486.91,20
2022-06-12,Sunday,15:00,66,5,88,1261.84,25
2022-06-12,Sunday,16:00,78,6,87,1345.08,30
2022-06-12,Sunday,17:00,51,4,85,962.11,20
2022-06-12,Sunday,18:00,114,8,95,2819.46,40
2022-06-12,Sunday,19:00,175,9,100,3520.92,45
2022-06-12,Sunday,20:00,126,7,100,2171.48,35
2022-06-12,Sunday,21:00,141,7,100,3059.46,35
2022-06-12,Sunday,22:00,145,9,100,2769.81,45
2022-06-13,Monday,10:00,64,4,100,1104.68,20
2022-06-13,Monday,11:00,76,4,100,1780.76,20
2022-06-13,Monday,12:00,69,4,100,1196.9,20
2022-06-13,Monday,13:00,45,4,75,821.52,20
2022-06-13,Monday,14:00,96,4,100,2038.24,20
2022-06-13,Monday,15:00,43,4,72,799.97,20
2022-06-13,Monday,16:00,57,4,95,1043.57,20
2022-06-13,Monday,17:00,47,6,52,719.69,30
2022-06-13,Monday,18:00,171,10,100,3496.49,50
2022-06-13,Monday,19:00,149,6,100,2746.11,30
2022-06-13,Monday,20:00,137,9,100,2257.1,45
2022-06-13,Monday,21:00,136,6,100,2548.06,30
2022-06-13,Monday,22:00,135,6,100,2395.38,30
2022-06-14,Tuesday,10:00,62,5,83,1428.93,25
2022-06-14,Tuesday,11:00,37,4,62,816.43,20
2022-06-14,Tuesday,12:00,28,4,47,680.34,20
2022-06-14,Tuesday,13:00,81,8,68,1413.33,40
2022-06-14,Tuesday,14:00,19,4,32,350.28,20
2022-06-14,Tuesday,15:00,41,6,46,814.92,30
2022-06-14,Tuesday,16:00,60,4,100,1300.24,20
2022-06-14,Tuesday,17:00,97,5,100,2403.33,25
2022-06-14,Tuesday,18:00,115,7,100,1818.92,35
2022-06-14,Tuesday,19:00,181,8,100,3968.61,40
2022-06-14,Tuesday,20:00,140,6,100,2138.11,30
2022-06-14,Tuesday,21:00,154,11,93,3188.97,55
2022-06-14,Tuesday,22:00,181,13,93,3603.09,65
2022-06-15,Wednesday,10:00,90,6,100,1956.13,30
2022-06-15,Wednesday,11:00,85,5,100,1686.87,25
2022-06-15,Wednesday,12:00,95,4,100,1451.3,20
2022-06-15,Wednesday,13:00,17,4,28,397.85,20
2022-06-15,Wednesday,14:00,46,4,77,849.7,20
2022-06-15,Wednesday,15:00,56,4,93,899.15,20
2022-06-15,Wednesday,16:00,49,4,82,995.68,20
2022-06-15,Wednesday,17:00,58,6,64,1257.2,30
2022-06-15,Wednesday,18:00,184,10,100,4029.09,50
2022-06-15,Wednesday,19:00,145,7,100,3068.76,35
2022-06-15,Wednesday,20:00,134,7,100,2570.85,35
2022-06-15,Wednesday,21:00,173,8,100,4204.31,40
2022-06-15,Wednesday,22:00,112,6,100,2602.21,30
2022-06-16,Thursday,10:00,18,4,30,408.14,20
2022-06-16,Thursday,11:00,87,5,100,2161.93,25
2022-06-16,Thursday,12:00,27,4,45,660.53,20
2022-06-16,Thursday,13:00,37,5,49,831.32,25
2022-06-16,Thursday,14:00,70,6,78,1399.51,30
2022-06-16,Thursday,15:00,75,4,100,1713.94,20
2022-06-16,Thursday,16:00,56,5,75,939.11,25
2022-06-16,Thursday,17:00,70,5,93,1075.15,25
2022-06-16,Thursday,18:00,105,9,78,1777.01,45
2022-06-16,Thursday,19:00,129,9,96,1972.67,45
2022-06-16,Thursday,20:00,166,8,100,3151.42,40
2022-06-16,Thursday,21:00,156,10,100,2971.19,50
2022-06-16,Thursday,22:00,182,11,100,3168.67,55
2022-06-17,Friday,10:00,36,4,60,763.22,20
2022-06-17,Friday,11:00,84,8,70,1262.31,40
2022-06-17,Friday,12:00,20,4,33,446.84,20
2022-06-17,Friday,13:00,16,4,27,276.91,20
2022-06-17,Friday,14:00,38,4,63,788.45,20
2022-06-17,Friday,15:00,57,4,95,1423.13,20
2022-06-17,Friday,16:00,65,6,72,1026.13,30
2022-06-17,Friday,17:00,72,4,100,1580.1,20
2022-06-17,Friday,18:00,163,10,100,3115.79,50
2022-06-17,Friday,19:00,123,10,82,2682.26,50
2022-06-17,Friday,20:00,179,8,100,3417.3,40
2022-06-17,Friday,21:00,181,11,100,4378.51,55
2022-06-17,Friday,22:00,114,8,95,2277.75,40
2022-06-18,Saturday,10:00,52,6,58,788.83,30
2022-06-18,Saturday,11:00,87,6,97,1404.29,30
2022-06-18,Saturday,12:00,31,4,52,593.68,20
2022-06-18,Saturday,13:00,42,5,56,1007.25,25
2022-06-18,Saturday,14:00,56,6,62,960.91,30
2022-06-18,Saturday,15:00,84,6,93,1788.1,30
2022-06-18,Saturday,16:00,51,4,85,998.37,20
2022-06-18,Saturday,17:00,65,6,72,1305.15,30
2022-06-18,Saturday,18:00,147,9,100,3652.99,45
2022-06-18,Saturday,19:00,124,6,100,1990.16,30
2022-06-18,Saturday,20:00,109,5,100,2226.69,25
2022-06-18,Saturday,21:00,108,4,100,1829.94,20
2022-06-18,Saturday,22:00,113,6,100,2804.22,30
2022-06-19,Sunday,10:00,47,6,52,738.53,30
2022-06-19,Sunday,11:00,44,5,59,809.59,25
2022-06-19,Sunday,12:00,11,4,18,264.93,20
2022-06-19,Sunday,13:00,79,7,75,1292.62,35
2022-06-19,Sunday,14:00,25,4,42,436.52,20
2022-06-19,Sunday,15:00,43,4,72,1046.94,20
2022-06-19,Sunday,16:00,67,4,100,1614.42,20
2022-06-19,Sunday,17:00,99,6,100,2326.36,30
2022-06-19,Sunday,18:00,114,5,100,2190.3,25
2022-06-19,Sunday,19:00,169,8,100,4142.83,40
2022-06-19,Sunday,20:00,113,5,100,1883.37,25
2022-06-19,Sunday,21:00,150,8,100,2678.98,40
2022-06-19,Sunday,22:00,146,7,100,2940.29,35
2022-06-20,Monday,10:00,85,8,71,1913.23,40
2022-06-20,Monday,11:00,30,4,50,713.39,20
2022-06-20,Monday,12:00,24,4,40,413.49,20
2022-06-20,Monday,13:00,16,4,27,311.33,20
2022-06-20,Monday,14:00,70,6,78,1456.32,30
2022-06-20,Monday,15:00,64,6,71,1035.98,30
2022-06-20,Monday,16:00,60,5,80,1464.7,25
2022-06-20,Monday,17:00,56,4,93,1372.29,20
2022-06-20,Monday,18:00,139,9,100,2967.86,45
2022-06-20,Monday,19:00,173,8,100,2797.43,40
2022-06-20,Monday,20:00,100,6,100,1952.42,30
2022-06-20,Monday,21:00,136,8,100,3385.49,40
2022-06-20,Monday,22:00,134,6,100,2203.22,30
2022-06-21,Tuesday,10:00,72,4,100,1358.99,20
2022-06-21,Tuesday,11:00,21,4,35,396.35,20
2022-06-21,Tuesday,12:00,97,8,81,2307.87,40
2022-06-21,Tuesday,13:00,32,4,53,586.75,20
2022-06-21,Tuesday,14:00,90,6,100,2175.11,30
2022-06-21,Tuesday,15:00,55,4,92,989.68,20
2022-06-21,Tuesday,16:00,60,4,100,1220.9,20
2022-06-21,Tuesday,17:00,85,6,94,1805.68,30
2022-06-21,Tuesday,18:00,129,10,86,3061.81,50
2022-06-21,Tuesday,19:00,113,5,100,1938.07,25
2022-06-21,Tuesday,20:00,148,8,100,3082.07,40
2022-06-21,Tuesday,21:00,137,7,100,2412.32,35
2022-06-21,Tuesday,22:00,118,4,100,2483.97,20
2022-06-22,Wednesday,10:00,38,4,63,870.92,20
2022-06-22,Wednesday,11:00,37,5,49,895.26,25
2022-06-22,Wednesday,12:00,35,4,58,560.67,20
2022-06-22,Wednesday,13:00,54,4,90,983.16,20
2022-06-22,Wednesday,14:00,52,5,69,1199.71,25
2022-06-22,Wednesday,15:00,66,6,73,1238.93,30
2022-06-22,Wednesday,16:00,10,4,17,189.75,20
2022-06-22,Wednesday,17:00,77,6,86,1494.85,30
2022-06-22,Wednesday,18:00,106,9,79,2384.84,45
2022-06-22,Wednesday,19:00,159,6,100,2524.74,30
2022-06-22,Wednesday,20:00,170,11,100,2926.95,55
2022-06-22,Wednesday,21:00,137,10,91,3294.45,50
2022-06-22,Wednesday,22:00,108,8,90,1981.94,40
2022-06-23,Thursday,10:00,51,4,85,942.34,20
2022-06-23,Thursday,11:00,29,4,48,606.29,20
2022-06-23,Thursday,12:00,70,7,67,1561.37,35
2022-06-23,Thursday,13:00,35,4,58,679.76,20
2022-06-23,Thursday,14:00,26,5,35,567.29,25
2022-06-23,Thursday,15:00,18,4,30,285.69,20
2022-06-23,Thursday,16:00,15,4,25,281.89,20
2022-06-23,Thursday,17:00,76,5,100,1619.16,25
2022-06-23,Thursday,18:00,168,8,100,2848.2,40
2022-06-23,Thursday,19:00,134,10,89,2805.52,50
2022-06-23,Thursday,20:00,167,7,100,3270.71,35
2022-06-23,Thursday,21:00,138,5,100,3246.22,25
2022-06-23,Thursday,22:00,166,10,100,4040.78,50
2022-06-24,Friday,10:00,23,5,31,355.66,25
2022-06-24,Friday,11:00,54,4,90,971.42,20
2022-06-24,Friday,12:00,33,4,55,594.2,20
2022-06-24,Friday,13:00,28,4,47,676.07,20
2022-06-24,Friday,14:00,32,4,53,635.58,20
2022-06-24,Friday,15:00,22,4,37,427.19,20
2022-06-24,Friday,16:00,21,4,35,505.17,20
2022-06-24,Friday,17:00,63,4,100,1260.24,20
2022-06-24,Friday,18:00,122,5,100,1872.14,25
2022-06-24,Friday,19:00,184,10,100,4536.05,50
2022-06-24,Friday,20:00,117,5,100,2848.95,25
2022-06-24,Friday,21:00,136,8,100,3003.78,40
2022-06-24,Friday,22:00,104,7,99,2292.04,35
2022-06-25,Saturday,10:00,20,4,33,445.56,20
2022-06-25,Saturday,11:00,73,6,81,1157.92,30
2022-06-25,Saturday,12:00,28,4,47,671.28,20
2022-06-25,Saturday,13:00,100,7,95,1878.67,35
2022-06-25,Saturday,14:00,34,4,57,717.76,20
2022-06-25,Saturday,15:00,92,4,100,1447.1,20
2022-06-25,Saturday,16:00,17,4,28,262.82,20
2022-06-25,Saturday,17:00,60,4,100,1108.46,20
2022-06-25,Saturday,18:00,162,11,98,3572.79,55
2022-06-25,Saturday,19:00,145,9,100,2437.95,45
2022-06-25,Saturday,20:00,169,10,100,3706.01,50
2022-06-25,Saturday,21:00,181,10,100,3328.89,50
2022-06-25,Saturday,22:00,167,11,100,4121.42,55
2022-06-26,Sunday,10:00,15,4,25,278.57,20
2022-06-26,Sunday,11:00,58,4,97,1326.38,20
2022-06-26,Sunday,12:00,58,4,97,906.02,20
2022-06-26,Sunday,13:00,87,5,100,1708.72,25
2022-06-26,Sunday,14:00,29,4,48,585.05,20
2022-06-26,Sunday,15:00,40,4,67,928.88,20
2022-06-26,Sunday,16:00,71,6,79,1133.04,30
2022-06-26,Sunday,17:00,60,5,80,1113.05,25
2022-06-26,Sunday,18:00,180,13,92,2832.61,65
2022-06-26,Sunday,19:00,142,9,100,3214.59,45
2022-06-26,Sunday,20:00,101,7,96,1824.78,35
2022-06-26,Sunday,21:00,182,10,100,4064.63,50
2022-06-26,Sunday,22:00,143,8,100,2970.38,40
2022-06-27,Monday,10:00,94,8,78,1585.84,40
2022-06-27,Monday,11:00,72,6,80,1479.49,30
2022-06-27,Monday,12:00,72,7,69,1397.37,35
2022-06-27,Monday,13:00,53,6,59,1174.81,30
2022-06-27,Monday,14:00,59,4,98,954.44,20
2022-06-27,Monday,15:00,49,5,65,1097.63,25
2022-06-27,Monday,16:00,100,8,83,2104.1,40
2022-06-27,Monday,17:00,38,4,63,934.81,20
2022-06-27,Monday,18:00,133,10,89,2726.83,50
2022-06-27,Monday,19:00,142,6,100,2474.71,30
2022-06-27,Monday,20:00,177,12,98,3446.87,60
2022-06-27,Monday,21:00,157,8,100,3242.48,40
2022-06-27,Monday,22:00,143,7,100,2553.41,35
2022-06-28,Tuesday,10:00,81,8,68,1329.54,40
2022-06-28,Tuesday,11:00,39,4,65,897.06,20
2022-06-28,Tuesday,12:00,75,6,83,1684.07,30
2022-06-28,Tuesday,13:00,63,4,100,1418.87,20
2022-06-28,Tuesday,14:00,34,4,57,787.74,20
2022-06-28,Tuesday,15:00,17,4,28,399.44,20
2022-06-28,Tuesday,16:00,32,4,53,787.01,20
2022-06-28,Tuesday,17:00,54,6,60,921.24,30
2022-06-28,Tuesday,18:00,107,5,100,2626.24,25
2022-06-28,Tuesday,19:00,174,12,97,4347.8,60
2022-06-28,Tuesday,20:00,135,10,90,2113.55,50
2022-06-28,Tuesday,21:00,160,12,89,3680.13,60
2022-06-28,Tuesday,22:00,149,11,90,2981.04,55
2022-06-29,Wednesday,10:00,50,6,56,1158.24,30
2022-06-29,Wednesday,11:00,23,4,38,465.67,20
2022-06-29,Wednesday,12:00,72,7,69,1389.42,35
2022-06-29,Wednesday,13:00,35,4,58,525.59,20
2022-06-29,Wednesday,14:00,45,4,75,777.74,20
2022-06-29,Wednesday,15:00,83,4,100,1575.55,20
2022-06-29,Wednesday,16:00,45,4,75,832.68,20
2022-06-29,Wednesday,17:00,25,4,42,386.23,20
2022-06-29,Wednesday,18:00,189,10,100,3937.31,50
2022-06-29,Wednesday,19:00,150,8,100,3005.88,40
2022-06-29,Wednesday,20:00,160,8,100,2748.71,40
2022-06-29,Wednesday,21:00,103,8,86,1855.02,40
2022-06-29,Wednesday,22:00,144,9,100,2227.99,45
2022-06-30,Thursday,10:00,62,4,100,1012.79,20
2022-06-30,Thursday,11:00,83,8,69,1399.16,40
2022-06-30,Thursday,12:00,33,4,55,559.17,20
2022-06-30,Thursday,13:00,43,4,72,1033.82,20
2022-06-30,Thursday,14:00,77,4,100,1451.63,20
2022-06-30,Thursday,15:00,65,5,87,1596.58,25
2022-06-30,Thursday,16:00,48,4,80,954.41,20
2022-06-30,Thursday,17:00,14,4,23,249.18,20
2022-06-30,Thursday,18:00,165,7,100,3890.11,35
2022-06-30,Thursday,19:00,166,12,92,3092.08,60
2022-06-30,Thursday,20:00,175,12,97,2798.11,60
